age,experience,education_years,heures_semaine,nb_projets,evaluation_performance,anciennete_entreprise,niveau_education,departement,poste,ville,secteur,taille_entreprise,salaire_annuel
53,9,4,35,8.0,5.1,3,Licence,Finance,Senior,Paris,Tech,Grande Entreprise,187900.0
25,0,5,36,2.0,3.5,0,Master,Finance,Junior,Toulouse,Finance,Grande Entreprise,67800.0
40,3,4,35,5.0,6.3,1,Licence,R&D,Intermédiaire,Paris,Tech,PME,85200.0
50,9,4,39,1.0,7.2,2,Master,Ventes,Intermédiaire,Lyon,Tech,ETI,130800.0
29,4,6,39,8.0,5.3,2,Master,Finance,Intermédiaire,Marseille,Tech,Grande Entreprise,122400.0
44,4,8,41,3.0,5.3,0,Doctorat,Finance,Junior,Autres,Industrie,ETI,83500.0
40,4,6,40,4.0,6.3,1,Master,Marketing,Intermédiaire,Lyon,Services,ETI,80300.0
30,0,4,42,5.0,5.3,0,Master,IT,Junior,Autres,Finance,ETI,59400.0
36,6,5,39,1.0,4.1,1,Master,Ventes,Junior,Lyon,Tech,ETI,73600.0
39,4,6,41,7.0,4.3,1,Master,Ventes,Senior,Paris,Services,PME,112700.0
22,0,0,36,3.0,5.1,0,Bac,IT,Junior,Paris,Finance,Grande Entreprise,54000.0
28,0,0,37,1.0,3.2,0,Bac,Finance,Intermédiaire,Lyon,Tech,PME,47700.0
33,3,2,37,3.0,5.7,0,Licence,RH,Intermédiaire,Paris,Industrie,Grande Entreprise,73500.0
46,7,5,41,4.0,5.2,0,Master,Marketing,Senior,Autres,Tech,Grande Entreprise,147900.0
31,2,5,35,1.0,5.7,0,Master,Marketing,Junior,Paris,Santé,Grande Entreprise,71100.0
40,9,4,39,5.0,6.4,2,Licence,IT,Intermédiaire,Autres,Finance,Startup,96100.0
34,3,5,38,4.0,6.4,1,Master,Marketing,Junior,Lyon,Services,PME,53600.0
44,6,1,40,9.0,5.1,3,Bac,IT,Senior,Lyon,Tech,ETI,119500.0
22,0,2,43,0.0,5.0,0,Licence,Marketing,Junior,Paris,Santé,Startup,41400.0
34,4,6,38,3.0,6.2,2,Master,R&D,Intermédiaire,Marseille,Services,Startup,75100.0
41,9,4,38,12.0,9.0,3,Master,RH,Senior,Lyon,Tech,ETI,159900.0
34,4,4,35,1.0,4.5,1,Master,Finance,Junior,Paris,Tech,PME,81500.0
38,3,9,43,4.0,5.1,0,Doctorat,Finance,Senior,Autres,Services,PME,110400.0
39,1,1,39,7.0,6.0,0,Bac,IT,Senior,Marseille,Services,Grande Entreprise,67900.0
38,6,4,45,6.0,4.5,0,Licence,Finance,Senior,Autres,Finance,Grande Entreprise,138500.0
26,0,4,43,0.0,6.0,0,Master,IT,Junior,Paris,Tech,Grande Entreprise,85800.0
59,18,0,49,7.0,9.2,5,Bac,Finance,Manager,Toulouse,Services,Grande Entreprise,250000.0
34,0,2,35,2.0,5.2,0,Licence,IT,Junior,Marseille,Tech,ETI,47400.0
32,1,2,41,0.0,5.0,0,Licence,Finance,Intermédiaire,Paris,Santé,Startup,66800.0
25,1,3,37,1.0,6.1,0,Licence,Finance,Junior,Autres,Industrie,Grande Entreprise,47200.0
32,0,4,38,1.0,7.4,0,Licence,Finance,Junior,Paris,Tech,Grande Entreprise,65300.0
38,2,2,40,5.0,4.9,1,Licence,IT,Junior,Paris,Finance,Startup,56500.0
33,1,3,40,5.0,6.0,0,Licence,Ventes,Junior,Marseille,Santé,ETI,48300.0
29,2,6,37,0.0,5.9,0,Master,IT,Junior,Toulouse,Industrie,ETI,61200.0
37,8,4,38,3.0,8.1,3,Licence,Ventes,Intermédiaire,Autres,Industrie,PME,84300.0
35,2,4,36,4.0,5.2,0,Master,RH,Junior,Autres,Finance,PME,49900.0
45,10,0,51,15.0,6.2,2,Bac,R&D,Directeur,Autres,Tech,PME,250000.0
28,1,6,40,4.0,7.6,0,Master,IT,Intermédiaire,Paris,Tech,ETI,108000.0
35,8,5,39,2.0,6.3,4,Master,Ventes,Intermédiaire,Lyon,Tech,Grande Entreprise,122600.0
22,0,4,38,3.0,5.1,0,Licence,R&D,Junior,Autres,Tech,ETI,49600.0
52,12,6,44,8.0,8.4,4,Master,IT,Manager,Paris,Tech,Grande Entreprise,250000.0
29,2,0,35,4.0,6.9,0,Bac,Ventes,Junior,Paris,Finance,ETI,64800.0
44,4,0,35,3.0,5.4,1,Bac,Finance,Junior,Lyon,Tech,ETI,57900.0
33,2,3,35,4.0,4.4,0,Licence,IT,Intermédiaire,Toulouse,Services,ETI,66200.0
36,4,5,42,4.0,5.0,1,Master,Ventes,Intermédiaire,Paris,Services,Grande Entreprise,101400.0
38,2,4,35,7.0,6.0,0,Master,IT,Senior,Toulouse,Tech,Startup,107200.0
24,0,6,40,0.0,4.3,0,Master,RH,Junior,Lyon,Santé,Grande Entreprise,52300.0
39,5,2,45,8.0,5.5,1,Licence,RH,Manager,Paris,Industrie,PME,127700.0
32,3,4,35,5.0,6.5,0,Master,Marketing,Senior,Paris,Finance,Startup,117400.0
41,2,3,40,2.0,3.7,0,Licence,IT,Intermédiaire,Autres,Tech,Grande Entreprise,75300.0
53,7,0,35,2.0,6.5,1,Bac,Ventes,Junior,Autres,Tech,PME,60500.0
30,1,4,41,1.0,6.0,0,Master,Marketing,Junior,Autres,Finance,ETI,58800.0
35,6,0,35,14.0,4.9,3,Bac,Ventes,Senior,Marseille,Tech,Grande Entreprise,107200.0
28,0,4,42,5.0,5.1,0,Master,IT,Junior,Marseille,Tech,Grande Entreprise,67800.0
31,3,5,46,10.0,6.3,1,Master,IT,Manager,Autres,Tech,Startup,139900.0
37,1,5,36,3.0,4.2,0,Master,IT,Intermédiaire,Toulouse,Tech,Grande Entreprise,91600.0
39,3,6,35,7.0,5.5,0,Master,Marketing,Intermédiaire,Autres,Tech,PME,77500.0
25,0,4,37,3.0,5.5,0,Master,IT,Junior,Toulouse,Finance,ETI,60400.0
30,1,4,37,3.0,5.8,0,Master,Finance,Junior,Lyon,Tech,Grande Entreprise,80400.0
34,4,6,36,2.0,7.2,1,Master,Ventes,Junior,Marseille,Industrie,Startup,59200.0
32,3,6,41,2.0,6.2,0,Master,R&D,Intermédiaire,Marseille,Santé,Startup,70800.0
33,2,5,38,6.0,5.7,0,Master,Ventes,Senior,Marseille,Tech,PME,92300.0
44,3,5,50,,6.3,0,Master,Marketing,Manager,Paris,Finance,Startup,162500.0
22,0,2,35,1.0,5.1,0,Licence,IT,Junior,Autres,Services,PME,33500.0
38,2,2,40,2.0,4.6,0,Licence,IT,Intermédiaire,Paris,Tech,PME,79100.0
28,1,4,41,4.0,5.0,0,Licence,Finance,Junior,Paris,Finance,PME,60200.0
44,10,5,41,2.0,6.9,4,Master,IT,Intermédiaire,Paris,Santé,ETI,140200.0
40,6,2,35,2.0,7.4,1,Licence,IT,Intermédiaire,Lyon,Tech,Grande Entreprise,110400.0
43,8,9,42,3.0,7.0,0,Doctorat,R&D,Intermédiaire,Toulouse,Services,Grande Entreprise,135300.0
33,4,9,39,2.0,3.8,1,Doctorat,R&D,Intermédiaire,Autres,Santé,Startup,87900.0
26,1,3,42,1.0,4.3,0,Licence,IT,Junior,Autres,Industrie,Grande Entreprise,46400.0
38,0,3,37,3.0,3.8,0,Licence,Marketing,Junior,Autres,Tech,Grande Entreprise,45100.0
30,2,4,39,3.0,5.8,0,Licence,Finance,Intermédiaire,Paris,Industrie,Grande Entreprise,91500.0
41,4,2,36,5.0,5.7,0,Licence,RH,Intermédiaire,Paris,Finance,Startup,72500.0
45,9,2,38,2.0,8.0,1,Licence,Marketing,Intermédiaire,Marseille,Tech,Startup,90900.0
22,0,4,39,5.0,4.5,0,Licence,Finance,Junior,Lyon,Finance,Startup,47200.0
49,4,4,35,3.0,3.2,0,Master,IT,Intermédiaire,Paris,Tech,Grande Entreprise,128700.0
41,4,3,39,1.0,7.3,0,Licence,IT,Junior,Toulouse,Services,PME,56800.0
36,3,8,37,3.0,6.5,0,Doctorat,IT,Junior,Autres,Services,ETI,68700.0
31,1,5,38,1.0,5.0,0,Master,RH,Junior,Paris,Finance,PME,60500.0
36,1,6,44,4.0,5.7,0,Master,IT,Intermédiaire,Paris,Industrie,PME,81500.0
28,1,3,36,1.0,5.2,0,Licence,Finance,Junior,Paris,Tech,Startup,56000.0
39,3,8,42,4.0,7.3,0,Doctorat,IT,Manager,Toulouse,Tech,PME,177000.0
37,3,4,40,2.0,6.9,0,Licence,Ventes,Junior,Autres,Tech,PME,56000.0
41,7,3,40,6.0,5.5,2,Licence,R&D,Intermédiaire,Paris,Santé,ETI,111700.0
32,5,6,35,6.0,7.3,2,Master,Finance,Senior,Autres,Finance,Startup,123100.0
40,3,7,39,8.0,6.7,0,Doctorat,R&D,Senior,Paris,Santé,PME,147000.0
36,0,3,41,1.0,5.5,0,Licence,Ventes,Junior,Paris,Tech,Grande Entreprise,58700.0
42,9,4,50,5.0,5.1,2,Master,Ventes,Directeur,Lyon,Finance,PME,250000.0
31,2,4,35,5.0,5.2,0,Master,RH,Intermédiaire,Marseille,Finance,ETI,75600.0
37,7,4,35,10.0,5.4,3,Licence,RH,Senior,Paris,Santé,ETI,120200.0
32,3,4,46,4.0,4.8,0,Master,IT,Intermédiaire,Toulouse,Tech,ETI,107300.0
22,0,3,41,1.0,5.5,0,Licence,Finance,Junior,Lyon,Services,Grande Entreprise,45400.0
27,1,4,39,4.0,7.7,0,Master,R&D,Junior,Toulouse,Industrie,ETI,56500.0
31,2,4,37,1.0,5.2,0,Licence,IT,Junior,Autres,Industrie,Startup,41300.0
43,2,4,43,6.0,6.5,0,Licence,Finance,Manager,Autres,Santé,PME,110900.0
51,12,3,48,8.0,6.7,2,Licence,Finance,Manager,Autres,Services,PME,188200.0
31,0,9,37,5.0,5.5,0,Doctorat,R&D,Junior,Autres,Finance,Grande Entreprise,84800.0
33,3,5,40,0.0,6.8,0,Master,IT,Intermédiaire,Paris,Tech,ETI,122000.0
29,1,6,46,2.0,6.4,0,Master,Ventes,Junior,Paris,Industrie,Grande Entreprise,80200.0
38,4,3,35,0.0,6.5,1,Licence,IT,Junior,Paris,Industrie,ETI,74400.0
47,12,6,49,9.0,,1,Master,Marketing,Manager,Paris,Santé,PME,250000.0
39,3,5,37,4.0,3.3,0,Master,RH,Intermédiaire,Autres,Tech,Grande Entreprise,70000.0
22,0,0,43,0.0,6.3,0,Bac,Marketing,Junior,Autres,Santé,ETI,31300.0
47,14,4,40,3.0,6.1,2,Master,Marketing,Senior,Autres,Services,PME,127100.0
22,0,1,35,5.0,5.7,0,Bac,IT,Junior,Paris,Tech,Grande Entreprise,52300.0
36,2,3,41,3.0,4.2,0,Licence,IT,Intermédiaire,Toulouse,Tech,ETI,74100.0
34,3,2,37,5.0,7.3,0,Licence,R&D,Intermédiaire,Autres,Services,Grande Entreprise,78100.0
41,6,0,36,9.0,2.9,1,Bac,RH,Senior,Autres,Santé,Startup,68000.0
38,8,5,42,3.0,8.3,1,Master,Marketing,Intermédiaire,Lyon,Industrie,Grande Entreprise,113700.0
47,17,7,51,8.0,6.6,7,Doctorat,Finance,Manager,Autres,Tech,PME,250000.0
28,0,4,36,6.0,6.0,0,Licence,R&D,Intermédiaire,Paris,Tech,PME,67800.0
39,8,3,36,6.0,7.0,2,Licence,Ventes,Intermédiaire,Autres,Finance,PME,98500.0
38,3,4,42,1.0,6.0,1,Licence,IT,Junior,Toulouse,Tech,Grande Entreprise,68900.0
46,2,3,40,2.0,7.5,0,Licence,Ventes,Junior,Autres,Tech,Grande Entreprise,59500.0
48,17,4,46,14.0,8.1,5,Licence,R&D,Directeur,Marseille,Finance,PME,250000.0
26,1,0,41,3.0,5.5,0,Bac,Finance,Intermédiaire,Paris,Santé,PME,62800.0
38,0,2,37,5.0,5.0,0,Licence,Ventes,Intermédiaire,Autres,Finance,ETI,56800.0
55,20,9,43,15.0,6.8,3,Doctorat,IT,Directeur,Autres,Tech,Grande Entreprise,250000.0
25,0,4,47,5.0,6.3,0,Master,RH,Intermédiaire,Autres,Tech,Grande Entreprise,74300.0
43,0,1,35,5.0,6.0,0,Bac,IT,Intermédiaire,Toulouse,Tech,ETI,57100.0
41,5,3,47,11.0,5.1,0,Licence,Finance,Directeur,Paris,Finance,PME,250000.0
39,4,0,36,3.0,6.2,0,Bac,RH,Junior,Marseille,Finance,Startup,42600.0
35,3,4,38,8.0,5.8,0,Master,RH,Manager,Marseille,Tech,PME,104600.0
29,2,6,41,7.0,6.9,0,Master,IT,Intermédiaire,Autres,Services,Grande Entreprise,85100.0
41,2,7,37,2.0,4.3,0,Doctorat,R&D,Junior,Paris,Tech,Startup,84000.0
48,12,5,43,8.0,6.8,1,Master,Ventes,Manager,Autres,Tech,Startup,196300.0
25,1,1,35,0.0,7.0,0,Bac,Marketing,Junior,Autres,Finance,ETI,42800.0
23,0,4,39,1.0,6.3,0,Licence,Ventes,Junior,Paris,Services,Startup,39000.0
31,3,9,38,2.0,5.5,1,Doctorat,R&D,Junior,Autres,Santé,Grande Entreprise,81800.0
34,4,4,38,1.0,5.8,0,Licence,Marketing,Intermédiaire,Marseille,Industrie,ETI,66100.0
50,5,4,39,11.0,6.2,1,Licence,RH,Senior,Paris,Finance,Grande Entreprise,126200.0
24,0,4,42,1.0,8.6,0,Licence,R&D,Junior,Autres,Santé,Grande Entreprise,54900.0
55,5,4,38,4.0,6.6,0,Master,Marketing,Intermédiaire,Paris,Tech,Startup,107700.0
24,0,5,42,1.0,6.0,0,Master,Ventes,Junior,Lyon,Finance,Grande Entreprise,64400.0
37,5,9,36,2.0,7.3,1,Doctorat,R&D,Intermédiaire,Toulouse,Santé,Grande Entreprise,128100.0
43,2,4,36,9.0,6.2,0,Licence,IT,Intermédiaire,Toulouse,Tech,ETI,75600.0
44,12,4,44,9.0,7.2,2,Licence,Finance,Manager,Autres,Santé,Grande Entreprise,216400.0
32,1,8,39,2.0,6.0,0,Doctorat,IT,Junior,Marseille,Industrie,ETI,72600.0
41,5,6,48,14.0,5.1,2,Master,IT,Manager,Lyon,Tech,Grande Entreprise,208200.0
34,1,5,36,3.0,5.3,0,Master,R&D,Junior,Marseille,Santé,PME,55400.0
31,2,5,43,3.0,4.3,1,Master,Ventes,Intermédiaire,Autres,Finance,Startup,65500.0
33,3,4,37,2.0,4.7,0,Master,IT,Intermédiaire,Marseille,Santé,Grande Entreprise,89400.0
29,3,7,36,4.0,7.3,0,Doctorat,R&D,Intermédiaire,Paris,Services,PME,110000.0
40,4,2,38,4.0,4.7,2,Licence,IT,Senior,Marseille,Services,ETI,91500.0
45,3,4,41,3.0,7.3,0,Master,R&D,Intermédiaire,Marseille,Industrie,PME,81800.0
35,2,6,35,5.0,5.0,1,Master,RH,Senior,Paris,Tech,ETI,112800.0
34,0,6,39,2.0,6.1,0,Master,Marketing,Junior,Marseille,Tech,PME,53600.0
38,1,9,37,2.0,7.0,0,Doctorat,Finance,Junior,Autres,Finance,ETI,91100.0
22,0,3,40,1.0,6.5,0,Licence,IT,Junior,Autres,Services,Grande Entreprise,45400.0
22,0,0,39,0.0,7.5,0,Bac,R&D,Junior,Autres,Tech,ETI,40900.0
36,5,6,47,7.0,4.2,2,Master,IT,Manager,Autres,Tech,PME,157100.0
26,1,1,39,0.0,5.1,0,Bac,IT,Junior,Paris,Finance,Grande Entreprise,52800.0
38,7,2,53,6.0,5.9,1,Licence,Marketing,Manager,Paris,Industrie,Grande Entreprise,189700.0
29,2,4,41,1.0,4.8,0,Master,Finance,Intermédiaire,Marseille,Santé,ETI,73800.0
35,4,6,38,3.0,6.5,1,Master,Marketing,Intermédiaire,Paris,Tech,Grande Entreprise,111300.0
37,2,0,39,2.0,5.9,0,Bac,IT,Intermédiaire,Toulouse,Services,Grande Entreprise,57500.0
51,11,2,39,1.0,7.2,3,Licence,IT,Senior,Marseille,Finance,Grande Entreprise,208400.0
31,0,6,42,1.0,4.8,0,Master,Marketing,Junior,Autres,Santé,PME,41800.0
22,0,4,40,0.0,6.8,0,Licence,R&D,Junior,Paris,Santé,Grande Entreprise,61600.0
27,1,1,41,1.0,4.6,0,Bac,Marketing,Junior,Marseille,Finance,Grande Entreprise,48000.0
32,5,6,48,8.0,5.7,1,Master,Marketing,Manager,Paris,Finance,ETI,212400.0
51,11,4,45,6.0,6.3,1,Master,Ventes,Manager,Lyon,Tech,Grande Entreprise,250000.0
30,1,0,41,1.0,7.7,0,Bac,IT,Junior,Paris,Santé,ETI,50800.0
35,2,3,53,9.0,3.9,0,Licence,IT,Manager,Lyon,Finance,PME,129400.0
33,0,0,40,1.0,5.7,0,Bac,IT,Junior,Paris,Santé,ETI,45400.0
26,0,8,39,1.0,5.4,0,Doctorat,IT,Junior,Toulouse,Tech,Startup,58600.0
36,4,2,37,2.0,8.2,2,Licence,IT,Senior,Lyon,Santé,ETI,107200.0
36,1,5,41,7.0,6.9,0,Master,Finance,Senior,Paris,Services,PME,97800.0
48,6,8,40,8.0,3.5,0,Doctorat,IT,Senior,Autres,Tech,PME,130500.0
23,0,2,38,1.0,6.2,0,Licence,Ventes,Junior,Lyon,Tech,Startup,41900.0
32,2,4,48,12.0,6.6,0,Licence,RH,Manager,Paris,Finance,ETI,146600.0
43,2,0,36,3.0,3.1,0,Bac,Marketing,Intermédiaire,Marseille,Services,PME,41400.0
32,1,4,35,,6.4,0,Licence,IT,Junior,Autres,Industrie,Grande Entreprise,49900.0
39,5,4,43,6.0,9.8,0,Master,Ventes,Senior,Paris,Industrie,Grande Entreprise,150500.0
44,3,3,42,12.0,7.4,0,Licence,Finance,Manager,Autres,Tech,Grande Entreprise,146900.0
34,5,5,42,4.0,6.2,0,Master,Finance,Senior,Paris,Finance,Grande Entreprise,188600.0
45,5,3,39,3.0,7.7,2,Licence,Marketing,Intermédiaire,Paris,Tech,PME,89800.0
35,0,5,36,1.0,7.3,0,Master,Finance,Junior,Toulouse,Tech,Startup,58400.0
42,9,7,42,12.0,7.3,2,Doctorat,IT,Directeur,Autres,Finance,Startup,250000.0
29,3,0,35,6.0,,0,Bac,Finance,Senior,Toulouse,Industrie,PME,76500.0
23,0,3,39,1.0,6.1,0,Licence,IT,Junior,Autres,Tech,PME,44200.0
36,4,1,35,1.0,6.3,1,Bac,IT,Junior,Marseille,Tech,Grande Entreprise,63000.0
22,0,0,43,2.0,6.8,0,Bac,IT,Junior,Autres,Services,Startup,30800.0
33,1,4,47,3.0,5.2,0,Licence,Finance,Junior,Paris,Santé,Startup,59200.0
42,3,0,39,4.0,5.8,0,Bac,Ventes,Intermédiaire,Paris,Santé,PME,68200.0
40,3,5,36,4.0,6.7,0,Master,RH,Intermédiaire,Paris,Finance,Startup,86800.0
32,1,3,38,3.0,7.4,0,Licence,Marketing,Intermédiaire,Toulouse,Finance,PME,65200.0
54,4,0,44,12.0,6.1,1,Bac,Marketing,Senior,Toulouse,Tech,Grande Entreprise,97900.0
35,3,4,40,4.0,6.9,1,Licence,Ventes,Intermédiaire,Autres,Finance,Startup,71100.0
38,6,8,41,6.0,5.4,0,Doctorat,R&D,Senior,Paris,Santé,Startup,149400.0
27,0,0,37,4.0,7.6,0,Bac,Finance,Junior,Marseille,Services,Grande Entreprise,45400.0
38,6,4,48,8.0,7.6,1,Master,Ventes,Manager,Autres,Services,PME,148900.0
23,0,2,37,1.0,5.8,0,Licence,Marketing,Junior,Autres,Industrie,ETI,37900.0
36,4,0,35,5.0,4.9,0,Bac,IT,Intermédiaire,Marseille,Santé,Grande Entreprise,74500.0
41,4,2,48,9.0,5.3,2,Licence,Ventes,Manager,Toulouse,Finance,PME,140000.0
38,4,2,36,8.0,4.3,1,Licence,IT,Senior,Paris,Industrie,PME,94400.0
41,5,4,36,14.0,6.2,1,Master,Marketing,Senior,Toulouse,Finance,Grande Entreprise,166200.0
22,0,3,41,0.0,5.2,0,Licence,Marketing,Junior,Autres,Industrie,PME,29500.0
38,1,4,41,0.0,4.5,0,Licence,IT,Junior,Paris,Santé,PME,51800.0
39,9,4,41,4.0,6.1,2,Licence,Marketing,Senior,Autres,Services,PME,101800.0
22,0,4,41,1.0,6.6,0,Licence,IT,Junior,Marseille,Finance,Grande Entreprise,56700.0
51,6,1,35,8.0,5.0,0,Bac,Finance,Senior,Autres,Tech,ETI,109100.0
41,2,0,37,6.0,6.2,0,Bac,IT,Senior,Paris,Finance,Grande Entreprise,117400.0
29,1,4,38,0.0,6.8,0,Licence,IT,Junior,Toulouse,Finance,PME,54800.0
47,2,4,41,1.0,5.2,0,Licence,RH,Intermédiaire,Marseille,Finance,PME,58900.0
34,3,8,36,3.0,6.6,0,Doctorat,Marketing,Senior,Paris,Finance,PME,156100.0
42,3,9,37,3.0,4.1,1,Doctorat,Finance,Intermédiaire,Autres,Santé,ETI,91500.0
34,2,4,36,6.0,7.5,0,Licence,Finance,Senior,Lyon,Tech,Grande Entreprise,128400.0
48,8,4,35,4.0,3.4,1,Master,Ventes,Intermédiaire,Paris,Finance,PME,114500.0
22,0,1,44,1.0,2.7,0,Bac,RH,Junior,Paris,Tech,ETI,39400.0
44,6,3,38,1.0,4.0,2,Licence,Marketing,Intermédiaire,Autres,Industrie,PME,61700.0
32,1,5,37,3.0,4.9,0,Master,IT,Junior,Autres,Services,PME,44300.0
35,2,3,38,3.0,7.7,0,Licence,R&D,Junior,Toulouse,Santé,Startup,46400.0
26,0,6,39,0.0,6.8,0,Master,Marketing,Junior,Toulouse,Industrie,Grande Entreprise,51300.0
45,2,6,35,3.0,7.5,1,Master,Marketing,Junior,Autres,Finance,Startup,52800.0
40,4,4,42,4.0,4.3,1,Master,IT,Intermédiaire,Toulouse,Tech,ETI,101500.0
46,5,3,35,8.0,5.9,0,Licence,RH,Senior,Paris,Tech,PME,102200.0
45,4,5,39,10.0,8.2,1,Master,IT,Manager,Paris,Services,ETI,190100.0
38,6,2,42,2.0,7.8,1,Licence,Ventes,Intermédiaire,Marseille,Santé,Grande Entreprise,92600.0
33,3,4,42,3.0,6.1,0,Licence,IT,Junior,Marseille,Services,Grande Entreprise,58700.0
35,1,9,35,3.0,4.6,0,Doctorat,R&D,Junior,Toulouse,Tech,ETI,77000.0
33,3,1,42,6.0,5.3,1,Bac,IT,Intermédiaire,Autres,Tech,Grande Entreprise,67800.0
31,3,5,40,2.0,5.8,1,Master,IT,Junior,Autres,Santé,Grande Entreprise,68500.0
54,11,4,41,4.0,8.1,0,Master,Marketing,Senior,Lyon,Finance,Grande Entreprise,226400.0
22,0,2,40,4.0,6.1,0,Licence,Marketing,Intermédiaire,Lyon,Tech,Startup,53500.0
35,2,5,36,3.0,6.9,0,Master,Ventes,Junior,Autres,Services,PME,51200.0
23,0,4,35,1.0,6.3,0,Licence,RH,Intermédiaire,Paris,Services,ETI,51900.0
31,2,2,39,0.0,6.9,0,Licence,RH,Junior,Autres,Industrie,PME,37500.0
39,9,4,35,8.0,5.6,1,Master,Finance,Senior,Autres,Tech,ETI,162400.0
29,1,8,43,4.0,7.2,0,Doctorat,IT,Intermédiaire,Lyon,Finance,ETI,117600.0
41,8,7,39,3.0,7.7,0,Doctorat,R&D,Senior,Marseille,Tech,PME,187300.0
29,3,0,39,4.0,5.2,0,Bac,R&D,Intermédiaire,Lyon,Finance,PME,71500.0
41,3,2,42,6.0,6.7,0,Licence,Marketing,Manager,Paris,Industrie,PME,116700.0
22,0,4,41,0.0,3.2,0,Licence,Ventes,Junior,Paris,Tech,ETI,54400.0
46,9,4,36,4.0,6.9,0,Licence,Finance,Senior,Paris,Santé,Startup,148600.0
32,5,8,35,4.0,6.7,1,Doctorat,IT,Senior,Paris,Finance,PME,177100.0
35,4,4,41,5.0,8.2,2,Licence,Finance,Intermédiaire,Paris,Industrie,ETI,99300.0
36,3,4,37,5.0,4.9,1,Licence,Ventes,Intermédiaire,Paris,Santé,Grande Entreprise,92600.0
43,9,3,38,1.0,6.2,2,Licence,Ventes,Senior,Lyon,Finance,PME,134600.0
34,8,0,37,4.0,5.3,2,Bac,Marketing,Intermédiaire,Lyon,Services,PME,77500.0
24,0,3,37,3.0,5.2,0,Licence,RH,Intermédiaire,Paris,Tech,Startup,51900.0
29,1,6,37,0.0,6.9,0,Master,RH,Junior,Lyon,Finance,PME,55900.0
24,0,3,40,,3.1,0,Licence,Finance,Junior,Lyon,Santé,Grande Entreprise,53700.0
32,2,5,39,3.0,7.0,0,Master,RH,Intermédiaire,Paris,Tech,PME,76500.0
32,2,9,42,1.0,6.8,0,Doctorat,RH,Junior,Autres,Tech,Startup,60200.0
22,0,1,44,1.0,6.1,0,Bac,IT,Junior,Autres,Tech,PME,33900.0
25,1,0,35,0.0,7.5,0,Bac,Finance,Junior,Autres,Finance,PME,45000.0
40,9,2,51,7.0,7.5,1,Licence,R&D,Manager,Autres,Santé,PME,180300.0
29,0,4,37,1.0,5.6,0,Licence,Ventes,Junior,Paris,Industrie,Grande Entreprise,55400.0
32,3,3,35,2.0,3.5,0,Licence,RH,Intermédiaire,Autres,Services,ETI,47900.0
47,5,3,38,5.0,6.8,1,Licence,Marketing,Senior,Toulouse,Finance,Grande Entreprise,139300.0
33,0,5,40,1.0,5.0,0,Master,RH,Junior,Autres,Santé,Grande Entreprise,49000.0
34,2,3,39,4.0,4.6,0,Licence,R&D,Intermédiaire,Autres,Tech,Grande Entreprise,74100.0
28,2,3,38,4.0,5.3,0,Licence,IT,Intermédiaire,Lyon,Industrie,PME,58300.0
38,6,4,35,9.0,6.6,1,Licence,IT,Intermédiaire,Lyon,Tech,PME,88500.0
40,1,2,35,5.0,4.1,0,Licence,RH,Intermédiaire,Paris,Finance,Startup,56900.0
35,5,4,45,7.0,6.0,1,Master,IT,Directeur,Autres,Tech,PME,218300.0
39,1,7,41,2.0,7.4,0,Doctorat,R&D,Junior,Autres,Services,PME,61800.0
28,2,2,35,4.0,6.4,0,Licence,Marketing,Intermédiaire,Paris,Services,PME,61600.0
29,3,4,42,5.0,4.4,0,Master,RH,Intermédiaire,Toulouse,Industrie,PME,61700.0
50,12,5,35,8.0,7.0,2,Master,Marketing,Directeur,Autres,Finance,PME,250000.0
32,0,4,38,2.0,5.3,0,Licence,Finance,Junior,Paris,Finance,Startup,53200.0
24,0,1,36,2.0,,0,Bac,RH,Junior,Autres,Industrie,Startup,21900.0
28,2,4,35,1.0,3.1,0,Licence,R&D,Junior,Lyon,Tech,Grande Entreprise,59800.0
33,3,5,40,6.0,5.7,0,Master,IT,Senior,Autres,Services,ETI,100700.0
22,0,3,40,4.0,4.1,0,Licence,Ventes,Junior,Marseille,Finance,Startup,39800.0
37,0,2,39,3.0,5.2,0,Licence,RH,Intermédiaire,Marseille,Finance,Grande Entreprise,61400.0
31,0,1,40,0.0,7.3,0,Bac,Marketing,Junior,Lyon,Tech,Grande Entreprise,46100.0
43,3,3,35,1.0,5.9,1,Licence,IT,Junior,Autres,Finance,ETI,62300.0
30,1,9,35,3.0,4.7,0,Doctorat,Ventes,Junior,Autres,Tech,ETI,65200.0
35,2,5,35,2.0,4.0,0,Master,Marketing,Junior,Autres,Tech,ETI,55800.0
24,0,2,43,3.0,6.2,0,Licence,Ventes,Junior,Paris,Santé,ETI,52600.0
28,1,3,36,1.0,5.5,0,Licence,RH,Junior,Autres,Santé,Grande Entreprise,42200.0
40,4,7,40,6.0,6.0,0,Doctorat,IT,Senior,Paris,Tech,Grande Entreprise,184300.0
45,2,5,41,0.0,5.3,1,Master,IT,Intermédiaire,Autres,Industrie,PME,65100.0
22,0,4,40,0.0,5.1,0,Licence,Marketing,Junior,Toulouse,Tech,Startup,40400.0
34,2,4,35,3.0,6.9,0,Master,Marketing,Junior,Marseille,Tech,ETI,67600.0
24,0,4,39,0.0,6.9,0,Licence,R&D,Junior,Autres,Finance,Grande Entreprise,55200.0
24,0,3,35,1.0,5.2,0,Licence,Finance,Junior,Lyon,Tech,Startup,47300.0
